place_id,Restaurant Name,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric
ChIJ8cWTI8gZ2jER8XkfOaIVoA8,Ming Chung Restaurant,"69 Maude Road, Singapore 208348",Singapore,Central,2.0,Chinese,103.8581482,1.3081046,6296 3428,Not in Michelin Guide Yet,https://maps.google.com/?cid=1125923693329873393,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,4.5,good,0.7724,excellent,0.6091,good,0.9986,3.75,4.75,4.0
ChIJG3PVr7kT2jERdr98DIcrfHY,Ming Fa Fishball (Kampung Admiralty),"Blk 676 Woodlands Drive 71, Singapore 730676",Singapore,North,1.0,Street Food,103.800688,1.439691,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=8537746852617699190,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,5,1.8,good,0.6564,good,0.3007,good,0.6194,3.0,3.2,3.2
ChIJF6vTicUR2jERWl2qMg88ozw,Ming Kitchen,"475 Choa Chu Kang Avenue 3, Singapore 680475",Singapore,West,2.0,Chinese,103.7394383,1.3774502,8845 9513,Not in Michelin Guide Yet,https://maps.google.com/?cid=4369402099451714906,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Wheelchair accessible",No Description Available Yet,B,1,4,1.0,poor,0.743,poor,0.6588,poor,0.732,2.0,1.75,1.5
ChIJed9z7UEa2jERl0GJ5AAxWTA,Ming Kitchen Live Seafood (Holland Drive),"46 Holland Drive, Singapore 270046",Singapore,Central,2.0,Seafood,103.7934578,1.3070695,8845 9565,Not in Michelin Guide Yet,https://maps.google.com/?cid=3483869666651750807,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Coffee,NFC payments",No Description Available Yet,B,1,5,2.2,poor,0.664,average,0.4201,poor,0.8238,2.8,3.0,2.8
ChIJ7Vjd7WUT2jERMGWtP00A5Nc,Ming Kitchen Live Seafood (Woodlands Link),"27 Woodlands Link, #01-01 Chang Cheng HQ, Singapore 738732",Singapore,North,2.0,Seafood,103.810989,1.4522537,8845 9593,Not in Michelin Guide Yet,https://maps.google.com/?cid=15556559344625345840,Not Awarded Any Yet,"Dine-in,Takeaway,Live music,Wine,Wheelchair accessible",No Description Available Yet,B,1,5,3.4,good,0.6461,excellent,0.4567,good,0.877,3.6,4.2,3.8
ChIJ0f4gG_QR2jERfqMs_Ny5jlQ,Ming Kitchen Live Seafood (Yew Tee Square),"624 Choa Chu Kang Street 62, Singapore 680624",Singapore,West,2.0,Seafood,103.7468169,1.3981277,8845 9510,Not in Michelin Guide Yet,https://maps.google.com/?cid=6093011704653587326,Not Awarded Any Yet,"Dine-in,Takeaway,Beer",No Description Available Yet,B,1,5,1.0,poor,0.9274,terrible,0.7572,terrible,0.7527,1.8,1.4,1.8
ChIJpz0HMHsW2jERX4epSIswWUA,Ming Kitchen Seafood Restaurant (Fernvale Road),"437 Fernvale Road, Singapore 790437",Singapore,North-East,2.0,Fusion,103.876252,1.3923442,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=4636790666132293471,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee",No Description Available Yet,A,0,1,5.0,good,0.4311,good,0.3184,good,0.9958,4.0,4.0,4.0
ChIJfyCWCwAT2jERbIVYLEEJ3U0,Ming Li Traditional Handmade Pau Dim Sum,"306A Woodlands Street 31, Singapore 731306",Singapore,North,1.0,Chinese,103.775093,1.4301978,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=5610650886295029100,Not Awarded Any Yet,Takeaway,No Description Available Yet,A,0,4,4.25,good,0.7702,good,0.5472,good,0.9672,4.0,4.0,3.75
ChIJX9pR0bUe2jERJRzgcJSiH0M,Miska Cafe,"31 Ocean Way, #01-07, 098375",Singapore,Central,2.0,Mediterranean,103.8422985,1.2472309,6339 0903,Not in Michelin Guide Yet,https://maps.google.com/?cid=4836763283251797029,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.2,good,0.5234,excellent,0.4932,good,0.8509,3.4,3.6,4.4
ChIJQ4iSRQAR2jERLcOLSa2bPI8,Mita Sushi (Bukit Timah Plaza),"1 Jalan Anak Bukit, Singapore 588996",Singapore,Central,1.0,Japanese,103.7787857,1.3387788,9635 9267,Not in Michelin Guide Yet,https://maps.google.com/?cid=10321295614591877933,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,3.8,good,0.7423,excellent,0.7105,good,0.9833,4.2,4.8,4.0
ChIJe1GgSQAX2jERheP5E2ylKCo,Mixed Rice,"Link@AMK, #08-32 Ang Mo Kio Street 62, Singapore 569139",Singapore,North-East,1.0,Street Food,103.8454839,1.385913,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3037859832271594373,Not Awarded Any Yet,Takeaway,No Description Available Yet,A,0,1,3.0,good,0.9351,average,0.5873,good,0.9077,4.0,3.0,4.0
ChIJ04oiK_kZ2jERX0ctMP0WwiY,Miyabi Japanese Restaurant,"1 Plymouth Avenue, Singapore 297753",Singapore,Central,3.0,Japanese,103.8245858,1.3219317,6357 3335,Not in Michelin Guide Yet,https://maps.google.com/?cid=2792819995613939551,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,3.25,poor,0.7655,poor,0.7769,good,0.8272,2.75,3.25,3.5
ChIJUdu_-BEV2jER4-msZHfpPPw,Mongkok Dim Sum,"908H Upper Thomson Road, Singapore 787113",Singapore,North,2.0,Chinese,103.8183898,1.3981987,8668 8829,Not in Michelin Guide Yet,https://maps.google.com/?cid=18175658895159912931,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,B,1,2,4.5,average,0.9104,excellent,0.6366,good,0.998,3.5,4.5,4.0
ChIJCdb-JSAX2jERjCTOSIj-HeU,Mongkok Dimsum (Upper Thomson),"906P Upper Thomson Road, Singapore 787113",Singapore,North,2.0,Chinese,103.818428,1.3980247,8787 8829,Not in Michelin Guide Yet,https://maps.google.com/?cid=16509631670300583052,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,B,1,3,4.67,good,0.7009,good,0.5046,good,0.7763,4.0,4.0,4.0
ChIJ752HKTcY2jERkPh4y2dw4Ww,Mongkok Dimsum (Geylang),"214 Geylang Road, Singapore 389274",Singapore,Central,2.0,Dim Sum,103.8768473,1.3119696,8484 8829,Not in Michelin Guide Yet,https://maps.google.com/?cid=7845675616953759888,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,NFC payments",No Description Available Yet,B,1,3,4.33,good,0.6842,excellent,0.6238,good,0.9627,4.33,4.67,4.0
ChIJxblKLZMP2jERqInptdtj-pk,Monster Curry,"1 Jurong West Central 2, Singapore 648886",Singapore,West,2.0,Japanese Curry,103.7059075,1.3390834,6316 6319,Not in Michelin Guide Yet,https://maps.google.com/?cid=11095290427281607080,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.8056,excellent,0.7263,good,0.9648,4.0,4.75,4.0
ChIJXfiwI6kZ2jERDJYqTLj7BpE,Monster Curry (Nex),"23 Serangoon Central, Singapore 556083",Singapore,North-East,2.0,Japanese Curry,103.87209,1.3509937,6634 2168,Not in Michelin Guide Yet,https://maps.google.com/?cid=10450316754330228236,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,5.0,average,0.8762,excellent,0.8577,good,0.8543,4.0,4.8,4.2
ChIJFR1DMJEZ2jER97UAiPBF-NI,Monster Curry (Vivo City),"1 HarbourFront Walk, #02-126/127/129 VivoCity, Singapore 098585",Singapore,Central,2.0,Japanese Curry,103.8228146,1.2634568,6221 3308,Not in Michelin Guide Yet,https://maps.google.com/?cid=15201977441565324791,Not Awarded Any Yet,"Dine-in,Takeaway,Beer,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,4.67,good,0.9302,good,0.9939,good,0.9942,3.67,4.0,4.0
ChIJd8QPNukR2jERaTPoSrco6PE,Monzen Izakaya And Grill,"4 Dairy Farm Ln, #01-04, Singapore 677622",Singapore,West,3.0,Japanese,103.7751171,1.3651839,9052 0600,Not in Michelin Guide Yet,https://maps.google.com/?cid=17431227125438362473,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Credit cards,NFC payments",No Description Available Yet,A,0,3,3.67,poor,0.9629,excellent,0.5189,good,0.9659,2.67,3.67,3.33
ChIJZfN4HSMa2jEROlvzGFzspWk,Morsels Restaurant & Gastro Wine Bar | Morsels Private Dining,"26 Dempsey Road, Singapore 249686",Singapore,Central,3.0,Asian Fusion,103.811817,1.3058011,6266 3822,Not in Michelin Guide Yet,https://maps.google.com/?cid=7612750625439439674,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,4.2,good,0.7741,excellent,0.6628,good,0.9875,3.6,4.4,3.6
ChIJqYXtH3AP2jERkVSR2wkqdew,Mother Earth Vegetarian Restaurant,"Upper Jurong Road, Singapore 638365",Singapore,West,2.0,Vegetarian,103.6826171,1.329549,8644 3168,Not in Michelin Guide Yet,https://maps.google.com/?cid=17038570987052946577,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Coffee,Credit cards,Wheelchair accessible",No Description Available Yet,A,0,3,5.0,good,0.8157,excellent,0.8817,good,0.9938,3.67,4.67,4.0
ChIJVanJyN8b2jER-s5D_7DTzHE,Mount Faber Peak,"109 Mount Faber Rd, Singapore 099203",Singapore,Central,4.0,Observation Deck,103.819556,1.2712211,6361 0088,Not in Michelin Guide Yet,https://maps.google.com/?cid=8200161778685169402,Not Awarded Any Yet,Wheelchair accessible,"Accessed by cable car, this popular scenic spot atop Mount Faber features restaurants & gift shops.",A,0,3,3.67,average,0.8833,excellent,0.9152,good,0.7674,3.0,3.67,3.0
ChIJlV0IquwQ2jERwlLsIW5F1gc,Mountbatten Bar & Grill,"73 Bukit Tinggi Road, Singapore 289761",Singapore,Central,2.0,Western,103.792638,1.345831,6467 4311,Not in Michelin Guide Yet,https://maps.google.com/?cid=564715142599430850,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Coffee,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,good,0.7644,excellent,0.8149,good,0.952,4.2,4.8,4.0
ChIJxUYDdBIW2jERvjTD4fa4nwU,Mr Bean,"1 Sengkang Square, Singapore 545078",Singapore,North-East,1.0,Dessert Shop,103.895204,1.3916115,6385 4926,Not in Michelin Guide Yet,https://maps.google.com/?cid=405245861975766206,Not Awarded Any Yet,"Takeaway,Delivery,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,2.0,good,0.5202,good,0.3601,good,0.4944,3.5,3.5,4.0
ChIJ2xwx_PMR2jERdGE8XSiudN0,Mr Bean (Yew Tee Point),"Yew Tee Close, Singapore 689579",Singapore,West,1.0,Dessert Shop,103.7467644,1.3971187,6509 1377,Not in Michelin Guide Yet,https://maps.google.com/?cid=15957570868066673012,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,4.33,good,0.5413,excellent,0.3582,good,0.843,3.67,4.67,3.67
ChIJRTHCVgAb2jERC2DWHmWNqBE,Mr Eggs (Labrador Tower),"1 Pasir Panjang Rd, #02-07 Labrador Tower, Singapore 118479",Singapore,Central,1.0,Food Court,103.8018967,1.2721447,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=1272422360180744203,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,3,3.33,poor,0.8071,poor,0.5983,good,0.9352,2.67,2.67,3.33
ChIJG9ibc2IT2jERSWP4sH1cjVk,Mr Grumpy Nasi Ayam (Lucky Plaza Nasi Ayam Goreng) (Marsiling (Woodlands)),"302 Woodlands Street 31, Singapore 730302",Singapore,North,1.0,Malay,103.7744066,1.4318415,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=6452915536001524553,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee",No Description Available Yet,B,1,4,3.25,good,0.6852,good,0.5179,good,0.8216,3.5,3.75,4.0
ChIJQYoqaxIU2jER5uITyvg5iPA,Mr Teh Tarik,"846 Yishun Ring Road, Singapore 760846",Singapore,North,1.0,Coffee Shop,103.8344827,1.4168746,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=17332166906640327398,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,2,1.0,poor,0.7934,poor,0.756,poor,0.3366,2.0,1.5,1.5
ChIJm0uEyN4P2jERv2zPHS_FvZQ,Mr Teh Tarik Eating House,"456 Jurong West Street 41, Singapore 640456",Singapore,West,1.0,Food Court,103.7202753,1.3507622,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=10717939494365916351,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,2.0,poor,0.6184,excellent,0.5565,good,0.56,2.0,3.0,2.5
ChIJNWGAsrkV2jER63eAuHIfXQ8,Mr Uncle,"Sembawang Road, Singapore 758501",Singapore,North,2.0,Indian,103.832519,1.453460899999999,6988 4888,Not in Michelin Guide Yet,https://maps.google.com/?cid=1107075660985169899,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,4.0,average,0.8493,excellent,0.7395,good,0.7678,3.0,4.0,3.33
ChIJ-ZtvtowZ2jERyywaJQ_r4DU,Muddy Murphy's Irish Pub,"442 Orchard Road, Singapore 238879",Singapore,Central,2.0,Irish Pub,103.828947,1.3074953,8894 0805,Not in Michelin Guide Yet,https://maps.google.com/?cid=3882361329072876747,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Live music,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.0,poor,0.6628,excellent,0.8369,good,0.824,2.33,4.67,4.0
ChIJ2-aiTDIY2jERL5pRG2hiLHI,Mufiz Spice Restaurant,"18 Upper Boon Keng Road, Singapore 380018",Singapore,Central,1.0,Indian,103.8721939,1.3154734,6909 9267,Not in Michelin Guide Yet,https://maps.google.com/?cid=8227058818573507119,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,B,1,4,4.75,good,0.8024,excellent,0.7303,good,0.9977,3.75,4.5,4.0
ChIJuV2dfq0R2jERLLVMFGRuMtY,Mummy Noodle House (Bangkit),"257 Bangkit Road, Singapore 670257",Singapore,West,1.0,Noodle Shop,103.7732216,1.3787767,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=15434520249068467500,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery",No Description Available Yet,A,0,4,4.5,good,0.6477,excellent,0.509,good,0.986,3.75,4.75,4.0
ChIJ_YRdRSwX2jERdFtH2uksnQo,Munthirikallu-Exotic Taste Of Kerala,"132 Casuarina Rd, Singapore 579520",Singapore,North-East,2.0,Indian,103.8280233,1.3769843,8882 2984,Not in Michelin Guide Yet,https://maps.google.com/?cid=764816894623964020,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Cocktails,Coffee,NFC payments",No Description Available Yet,B,1,5,4.2,good,0.7772,good,0.7883,good,0.9869,3.8,4.4,4.0
ChIJ_5KuypMX2jERlf5laqTR5z0,Muslim Delights Malay Food And Noodles,"Upper Paya Lebar Road, Singapore 534829",Singapore,North-East,2.0,Halal,103.8865825,1.3382417,9633 0261,Not in Michelin Guide Yet,https://maps.google.com/?cid=4460764460023676565,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee",No Description Available Yet,A,0,2,5.0,average,0.811,excellent,0.891,good,0.9976,3.5,5.0,4.0
ChIJW7MgQqMT2jERb0dT3coq-J8,Muslim Food,"548 Woodlands Drive 44, Singapore 730548",Singapore,North,1.0,Asian,103.7941123,1.4304747,8281 6926,Not in Michelin Guide Yet,https://maps.google.com/?cid=11527010297039767407,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,1,1.0,average,0.4615,good,0.1968,good,0.8195,3.0,4.0,4.0
ChIJf8DhfgAR2jERGAoQ_FG2iew,Myeongdong Korean Food,"1 Jalan Anak Bukit, Singapore 588996",Singapore,Central,1.0,Korean,103.7789794,1.3390447,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=17044354727997868568,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments",No Description Available Yet,A,0,1,4.0,good,0.9347,excellent,0.9679,good,0.9977,4.0,5.0,4.0
ChIJG7G_SbQe2jER-JTj3hW4Q80,Mykonos On The Bay,"31 Ocean Way, #01-10 Quayside Isle, Sentosa Cove, 098375",Singapore,Central,3.0,Greek,103.8422206,1.247028,6334 3818,Not in Michelin Guide Yet,https://maps.google.com/?cid=14790868005288121592,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.7602,excellent,0.9189,good,0.9934,4.25,5.0,4.0
ChIJ7c4PBYkQ2jER00kMuYUmXlo,Myung Ga (명가) Ii,"Jalan Anak Bukit, Singapore 588996",Singapore,Central,2.0,Korean,103.7786133,1.3385566,6469 5123,Not in Michelin Guide Yet,https://maps.google.com/?cid=6511684467001412051,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.4,good,0.6798,excellent,0.6787,good,0.9488,4.0,4.6,4.0
ChIJkRf0AokQ2jERk5ls4IPRLsQ,Myungga I (명가 I),"1 Jalan Anak Bukit, Singapore 588996",Singapore,Central,2.0,Korean,103.7786758,1.3387468,6469 5123,Not in Michelin Guide Yet,https://maps.google.com/?cid=14136466644698700179,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.8,good,0.7673,excellent,0.8783,good,0.8929,3.8,4.0,3.6
ChIJ26aPd4IX2jER-UjNLCWB0to,N & B Snack,"148 Potong Pasir Avenue 1, Singapore 350148",Singapore,Central,1.0,Dessert,103.8677912,1.3323264,6284 6323,Not in Michelin Guide Yet,https://maps.google.com/?cid=15767807242042951929,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,3,2.33,poor,0.8329,terrible,0.5353,good,0.356,2.0,1.0,3.33
ChIJZVJ6-5kU2jERuPN41dhGS3M,N&N Nasi Padang Corner,"1036 Sembawang Road, Singapore 758501",Singapore,North,2.0,Indonesian,103.8328682,1.4536695,9856 0618,Not in Michelin Guide Yet,https://maps.google.com/?cid=8307811834723365816,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,NFC payments",No Description Available Yet,A,0,3,2.0,good,0.6496,good,0.2576,good,0.822,3.0,3.0,3.0
ChIJn21oVcEb2jERX59EsA15tws,Naked Finn,"39 Malan Rd, Gillman Barracks, Singapore 109442",Singapore,Central,3.0,Seafood,103.8044092,1.2761698,6694 0807,Not in Michelin Guide Yet,https://maps.google.com/?cid=844276554854080351,Not Awarded Any Yet,"Dine-in,Reservations,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,4.67,good,0.6903,excellent,0.6039,good,0.9795,3.67,4.67,4.0
ChIJwcLtvTob2jERwi529qUtqrc,Nakin Thai,"720 Clementi West Street 2, Singapore 120720",Singapore,Central,1.0,Thai,103.7636101,1.3027956,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13234440645809417922,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,5,1.8,poor,0.9108,poor,0.7642,terrible,0.9479,2.4,2.0,2.2
ChIJfSuPLzwR2jERyQgqBmjkdNI,Nam Kee Pau (Upper Bukit Timah),"446 Upper Bukit Timah Road, Singapore 678211",Singapore,West,1.0,Street Food,103.7675925,1.3596072,6370 1155,Not in Michelin Guide Yet,https://maps.google.com/?cid=15164996980694452425,Not Awarded Any Yet,"Takeaway,Delivery,Outdoor seating,Coffee",No Description Available Yet,A,0,4,3.5,good,0.529,excellent,0.4578,good,0.6595,3.25,3.75,3.75
ChIJz9sAS9sX2jERV1QGKvv9_8o,Nam Kee Pau (Marigold),"Marigold Drive, Singapore 576587",Singapore,North-East,1.0,Street Food,103.8308,1.3548,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=14627689369906336855,Not Awarded Any Yet,Takeaway,No Description Available Yet,A,0,5,1.8,poor,0.8389,terrible,0.8058,terrible,0.6995,2.4,2.0,1.8
ChIJdTPcFQAF2jERkUSs3Pq6kTk,Nam Kee Pau (Joo Koon Bus Interchange),"Joo Koon Bus Interchange, Singapore 629116",Singapore,West,1.0,Street Food,103.6780653,1.3270992,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=4148302318391805073,Not Awarded Any Yet,,No Description Available Yet,A,0,3,5.0,good,0.8897,good,0.7979,good,0.9958,4.0,4.33,4.0
ChIJUSP_2ioR2jER-oi38hcEwnk,Nami Korean Grill House By Hanjip,"18 Greenwood Avenue, Singapore 289215",Singapore,Central,4.0,Korean,103.8068784,1.3314568,8831 4180,Not in Michelin Guide Yet,https://maps.google.com/?cid=8773579524974020858,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Credit cards,NFC payments",No Description Available Yet,A,0,5,5.0,good,0.6505,excellent,0.9513,good,0.9458,4.4,4.8,4.0
ChIJbTCwXgAX2jERlpjtGwndoWE,Nan Yang Dao (Lentor Modern),"7 Lentor Central, Singapore 788890",Singapore,North,1.0,Asian,103.8350087,1.3852353,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7035147124122425494,Not Awarded Any Yet,"Dine-in,Delivery,Coffee",No Description Available Yet,A,0,5,5.0,good,0.6345,excellent,0.7247,good,0.5465,4.0,4.6,4.0
ChIJvb8xTgAX2jERJGZY-JOq0GI,Nan Yang Dao (Thomson Plaza),"Upper Thomson Road, Singapore 576583",Singapore,North-East,1.0,Asian,103.8308643,1.3548791,8101 8394,Not in Michelin Guide Yet,https://maps.google.com/?cid=7120378563376211492,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,3.8,good,0.4731,good,0.2353,good,0.7045,3.6,4.4,4.0
ChIJpacnPPwa2jERoFkXHFExOI8,Nana Original Thai Food Clementi,"18 Clementi Rd, Singapore 129747",Singapore,Central,1.0,Thai,103.7686345,1.2929144,8861 4209,Not in Michelin Guide Yet,https://maps.google.com/?cid=10320052770552895904,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,2.8,poor,0.7458,poor,0.5704,poor,0.9617,2.4,2.8,2.8
ChIJO4L-b8EF2jERfcF00jX9Ae8,Nandhana's Restaurant,"1 Joo Koon Circle, Singapore 629117",Singapore,West,2.0,Indian,103.678449,1.3271539,6904 3766,Not in Michelin Guide Yet,https://maps.google.com/?cid=17222324857647448445,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,3.0,excellent,0.9114,excellent,0.7238,good,0.9978,3.5,3.5,3.0
ChIJ-YcVucUV2jERo4NKS9Wl7WE,Nandhana’S Restaurant (Yishun),"Sembawang Road, Singapore 761701",Singapore,North,2.0,Indian,103.826507,1.428485,6015 0276,Not in Michelin Guide Yet,https://maps.google.com/?cid=7056478526669226915,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,5.0,good,0.8809,excellent,0.6679,good,0.9973,4.33,5.0,4.0
ChIJxZ2RNaUZ2jERMo68GmZP218,Nando's Bugis Junction | Flame-Grilled Peri-Peri Chicken,"200 Victoria St, #01-85/86/87 Bugis Junction, Singapore 188021",Singapore,Central,2.0,Chicken,103.8547656,1.2989104,6338 6555,Not in Michelin Guide Yet,https://maps.google.com/?cid=6907201753456610866,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments,Wheelchair accessible",Afro-Portuguese chain for flame-grilled peri-peri chicken in African bird’s-eye chilli at different heat flavours.,A,0,5,3.4,good,0.7442,excellent,0.837,good,0.9364,3.4,3.8,3.4
ChIJp0JVlEIa2jERoGAY_U-BEbQ,Nando’S Star Vista | Flame-Grilled Peri-Peri Chicken,"1 Vista Exchange Green, Singapore 138617",Singapore,Central,2.0,Chicken,103.7882145,1.3070679,6694 0630,Not in Michelin Guide Yet,https://maps.google.com/?cid=12975294181979742368,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments,Wheelchair accessible",Afro-Portuguese chain for flame-grilled peri-peri chicken in African bird’s-eye chilli at different heat flavours.,A,0,5,2.0,poor,0.8084,poor,0.2054,good,0.8283,2.4,3.0,3.2
ChIJV34W7ecZ2jER_khbLcR0NSQ,Nanta Bbq,"175 Thomson Road, Singapore 307608",Singapore,Central,2.0,Korean Barbecue,103.8437226,1.3183031,6258 1391,Not in Michelin Guide Yet,https://maps.google.com/?cid=2609119945054439678,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Credit cards,NFC payments",No Description Available Yet,A,0,3,5.0,good,0.6194,good,0.4923,good,0.9659,3.67,4.33,4.0
ChIJuXj1BZQZ2jERjN8GIJf46og,Nasi Lemak Ayam Taliwang (Gardens By The Bay),"OCBC Skyway, Singapore 018593",Singapore,Central,1.0,Halal,103.8644893,1.2812978,8089 1465,Not in Michelin Guide Yet,https://maps.google.com/?cid=9865971261669564300,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,2.75,poor,0.8463,poor,0.4451,poor,0.7776,2.0,2.25,2.5
ChIJSe39_DYR2jERt6CwARTMatg,Nasi Lemak House .Com,"Jalan Anak Bukit, Singapore 588996",Singapore,Central,1.0,Street Food,103.7785632,1.338592,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=15594501046023528631,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,4,5.0,good,0.7201,excellent,0.7386,good,0.9158,3.5,4.5,4.0
