Restaurant Name,place_id,Address,Country,Region,Price,Cuisine,Longitude,Latitude,Phone Number,Michelin Guide Post Link,Google Website Link,Michelin Award,Facilities And Services,Description,SFA Hygiene Grade,Safety Penalty,Review Count,Average Rating,value_tier,value_score,service_tier,service_score,taste_tier,taste_score,value_tier_numeric,service_tier_numeric,taste_tier_numeric,Is Michelin
Edmond Chicken Rice,ChIJ0RPkCTga2jER0-cBa9Gn4PM,"48A Tanglin Halt Road, Singapore 148813",Singapore,Central,1.0,Street Food,103.7979406,1.3005586,9834 2842,Not in Michelin Guide Yet,https://maps.google.com/?cid=17573230263884965843,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,3,4.33,average,0.6354,excellent,0.6032,good,0.7957,3.33,3.33,4.0,False
Elaine's Western Food,ChIJwd1hZ4YV2jERGLMeCF2JqbE,"461 Yishun Avenue 6, Singapore 760461",Singapore,North,1.0,Western,103.8499231,1.4288375,8595 2995,Not in Michelin Guide Yet,https://maps.google.com/?cid=12801914448438539032,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery",No Description Available Yet,A,0,5,3.4,good,0.9084,good,0.5423,good,0.8638,3.2,3.2,3.0,False
Elemen,ChIJxS4H7hwT2jERBRdisyWBfUM,"Woodlands Height, Singapore 737858",Singapore,North,2.0,Vegetarian,103.7993501,1.4282523,6513 7718,Not in Michelin Guide Yet,https://maps.google.com/?cid=4863185171553326853,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,4.0,good,0.8674,excellent,0.9112,good,0.5839,4.0,4.5,4.0,False
Empire Cuisine (Taste Of Love),ChIJsTwpDgAP2jERWIGSn0KGYSs,"429 Jurong West Avenue 1, Singapore 640429",Singapore,West,2.0,Chinese,103.7246684,1.3519495,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3125927237074977112,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments",No Description Available Yet,A,0,5,3.4,good,0.8324,excellent,0.7546,good,0.8782,3.4,3.6,3.4,False
Enchanted Cafe Rangoon Road,ChIJyY1br8UZ2jERW0OpG40NfcI,"Rangoon Road, Singapore 218374",Singapore,Central,2.0,Cafe,103.8542027,1.3142982,8846 8000,Not in Michelin Guide Yet,https://maps.google.com/?cid=14014372515152479067,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Coffee,Credit cards,NFC payments","In-house coffees, teas & sweet treats, plus a brunch menu, in a charming cafe open 24 hours.",A,0,3,4.0,good,0.8611,excellent,0.9507,good,0.9951,4.0,4.67,4.0,False
Encik Tan (Stadium Riverside),ChIJ4xGaZkkY2jERgdtXt_h0xB4,"Stadium Riverside Walk, Singapore 397628",Singapore,Central,1.0,Halal,103.87256,1.3035901,6370 1155,Not in Michelin Guide Yet,https://maps.google.com/?cid=2217025528149826433,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,3.5,good,0.6635,good,0.4504,good,0.8708,3.0,3.0,3.0,False
Encik Tan (Nanyang),ChIJYQ95QwAP2jERmvEqJcTsibc,"76 Nanyang Drive, Singapore 637331",Singapore,West,1.0,Halal,103.6801152,1.3475051,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13225362107931488666,Not Awarded Any Yet,"Dine-in,Takeaway,NFC payments",No Description Available Yet,A,0,2,1.0,good,0.8041,good,0.7766,good,0.6926,3.0,2.5,3.0,False
Encik Tan (Yew Tee),ChIJM8WC5vMR2jERTQU1Zh8C-nY,"Yew Tee Close, Singapore 689579",Singapore,West,1.0,Halal,103.7469408,1.3972504,6370 1155,Not in Michelin Guide Yet,https://maps.google.com/?cid=8573167174535152973,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.33,average,0.8809,excellent,0.7258,good,0.7716,3.0,4.0,4.0,False
Encik Tan (Sengkang Bus Interchange),ChIJD4fddRIW2jERHiZ7rqsJVo0,"Sengkang Bus Interchange, Singapore 545077",Singapore,North-East,1.0,Halal,103.8952132,1.3917881,6370 1155,Not in Michelin Guide Yet,https://maps.google.com/?cid=10184338240316319262,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Wheelchair accessible",No Description Available Yet,A,0,3,3.0,poor,0.4132,terrible,0.2219,good,0.5085,2.0,2.0,4.0,False
Encik Tan (Woodlands),ChIJS0AstsoR2jERAk4sjQddFxg,"1 Woodlands Road, Singapore 677899",Singapore,West,1.0,Food Court,103.7603527,1.3801217,6370 1155,Not in Michelin Guide Yet,https://maps.google.com/?cid=1735958468389260802,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,Wheelchair accessible",No Description Available Yet,A,0,3,2.33,poor,0.8289,poor,0.7358,poor,0.7177,2.67,3.0,2.67,False
Encik Tan (Benoi),ChIJ2Vm6Ix0F2jERD-Rg8-f_goY,"55 Benoi Road, Singapore 629907",Singapore,West,1.0,Halal,103.6786052,1.326016,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=9692590719740470287,Not Awarded Any Yet,"Dine-in,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,2.0,poor,0.6741,poor,0.4085,good,0.6287,2.4,2.2,2.4,False
Encik Tan (Jelebu),ChIJf2uHLqMR2jERXCAS_vbGiZM,"1 Jelebu Road, Singapore 677743",Singapore,West,1.0,Halal,103.7642087,1.3799791,6779 8980,Not in Michelin Guide Yet,https://maps.google.com/?cid=10631247159511621724,Not Awarded Any Yet,Wheelchair accessible,No Description Available Yet,A,0,1,4.0,average,0.7159,excellent,0.5509,good,0.9575,3.0,5.0,4.0,False
Encik Tan (Bukit Batok Central Link),ChIJi1FVJz8Q2jER3qiay7YLe6E,"1 Bukit Batok Central Link, Singapore 658713",Singapore,West,1.0,Halal,103.7491332,1.3505301,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11635906941969672414,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.33,good,0.7428,excellent,0.324,good,0.5369,3.33,3.67,4.0,False
Eng's Wonton Noodles,ChIJdyaCy80b2jERR7Km4LLQ1-Y,"460 Alexandra Rd, #02-37 ARC, Singapore, Singapore 119963",Singapore,Central,1.0,Street Food,103.8016438,1.2735186,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=16633993215407993415,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,5,3.2,poor,0.5146,poor,0.4924,average,0.5282,2.4,2.6,3.0,False
Esarn Thai Corner Pasir Panjang,ChIJFwkLXLkb2jERSCQmKC7_PXw,"130 Pasir Panjang Rd, Singapore 118548",Singapore,Central,2.0,Thai,103.7930246,1.2761949,6473 3716,Not in Michelin Guide Yet,https://maps.google.com/?cid=8952592207989580872,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,4.25,good,0.8299,good,0.8395,good,0.9585,4.0,4.25,4.0,False
Escape Restaurant (One Farrer Hotel),ChIJETH01MUZ2jERfBRS39HPGTE,"Rangoon Road, Singapore 217562",Singapore,Central,2.0,Western,103.8545562,1.3127619,6705 7825,Not in Michelin Guide Yet,https://maps.google.com/?cid=3538087482578048124,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,5.0,good,0.5616,excellent,0.5317,good,0.9898,4.0,4.5,4.0,False
Essen (The Pinnacle),ChIJfRlYVWwZ2jERD0twz59OtIU,"1 Cantonment Rd, #01-01, Singapore 080001",Singapore,Central,2.0,Food Court,103.841782,1.277308,6727 6068,Not in Michelin Guide Yet,https://maps.google.com/?cid=9634411951139343119,Not Awarded Any Yet,"Dine-in,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,2,2.5,good,0.9266,good,0.6478,good,0.5427,3.0,3.0,3.0,False
Etna Italian Restaurant (Duxton),ChIJVQ_zFW0Z2jERmvcYiSmIuSk,"50 Duxton Road, Singapore 089513",Singapore,Central,3.0,Italian,103.8433345,1.2783225,6220 5513,Not in Michelin Guide Yet,https://maps.google.com/?cid=3006583938221668250,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,4,5.0,good,0.5268,excellent,0.7638,excellent,0.9899,4.25,5.0,4.5,False
Evertop Hainanese Boneless Chicken Rice,ChIJO-FlOIka2jERe4Jxr4p1bco,"354 Clementi Avenue 2, Singapore 120354",Singapore,Central,2.0,Halal,103.7702197,1.3145992,6774 1353,Not in Michelin Guide Yet,https://maps.google.com/?cid=14586444006632292987,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,4,3.0,good,0.8318,excellent,0.7231,good,0.7619,3.0,3.0,3.25,False
Fa Zhan Fishball Noodle,ChIJ9dVEJIoR2jER0p6yjkIbLsk,"930 Upper Thomson Road, Singapore 787113",Singapore,North,1.0,Street Food,103.8178794,1.3995264,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=14496554223228067538,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Wheelchair accessible",No Description Available Yet,A,0,5,4.2,good,0.591,good,0.4821,good,0.9014,3.4,4.4,4.0,False
Faber Valley Pub & Restaurant,ChIJXY4jC5ka2jER7-pcR1iUa70,"112 Faber Drive, Singapore 129424",Singapore,Central,1.0,Western,103.7564168,1.3204035,6778 7101,Not in Michelin Guide Yet,https://maps.google.com/?cid=13649166202551724783,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Cocktails,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,1,5.0,good,0.9496,excellent,0.8941,good,0.9973,4.0,5.0,4.0,False
Face Ban Mian,ChIJDREEUTgX2jERbPaGg5rAuy4,"631 Ang Mo Kio Street 61, Singapore 560632",Singapore,North-East,1.0,Street Food,103.840109,1.379601,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3367496916253734508,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,B,1,5,4.8,good,0.6277,excellent,0.656,good,0.9502,3.4,4.2,4.0,False
Fairmont Singapore,ChIJ-Uph06UZ2jERjKQsyQgfltg,"Bras Basah Road, Singapore 189560",Singapore,Central,3.0,Hotel,103.8537619,1.2942639,6339 7777,Not in Michelin Guide Yet,https://maps.google.com/?cid=15606695681294378124,Not Awarded Any Yet,"NFC payments,Wheelchair accessible","High-end option offering relaxed rooms & suites, plus restaurants, indoor & outdoor pools & a spa.",A,0,3,4.0,average,0.7433,good,0.9152,good,0.6688,3.0,4.33,4.0,False
Fakruddin Restaurant,ChIJy1mquscZ2jERguDaI1iw_nY,"Desker Road, Singapore 209110",Singapore,Central,1.0,Bangladeshi,103.8542902,1.3095166,8164 7734,Not in Michelin Guide Yet,https://maps.google.com/?cid=8574484633165160578,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations",No Description Available Yet,A,0,4,2.5,poor,0.9034,terrible,0.7255,terrible,0.6514,2.25,2.0,2.0,False
Fame By Dad's Corner,ChIJreDu_TgQ2jERUGkgwxmT0ts,"1 Choa Chu Kang Grove, Singapore 680112",Singapore,West,1.0,Family,103.7523055,1.3764369,8850 1617,Not in Michelin Guide Yet,https://maps.google.com/?cid=15839884578272602448,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,2.2,poor,0.9004,terrible,0.5634,poor,0.8077,2.2,1.8,2.2,False
Family Mookata,ChIJda4Lp98V2jER-Cs3gCQyB0c,"6 Yishun Industrial Street 1, Singapore 768090",Singapore,North,2.0,Thai,103.8440786,1.436539,8927 2782,Not in Michelin Guide Yet,https://maps.google.com/?cid=5118114633881168888,Not Awarded Any Yet,"Dine-in,Outdoor seating,Beer,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,5,4.2,good,0.7846,excellent,0.5648,good,0.6737,4.4,4.2,4.2,False
Famous Chai Chee Fishball Noodles (Vista Point),ChIJxVE3DQAT2jERIsBc6yIfLeg,"Woodlands Avenue 4, Singapore 730530",Singapore,North,1.0,Noodle Shop,103.7943796,1.4312341,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=16730062425589334050,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,4,3.5,poor,0.8458,good,0.5376,good,0.9492,2.5,2.75,3.5,False
Famous Hangout Alfresco Restaurant And Bar (Pet Friendly),ChIJKcHQTXcT2jER5apKhqFZd8M,"54 Sembawang Road, Singapore 779082",Singapore,North,2.0,Bar,103.8181274,1.4027461,9159 9026,Not in Michelin Guide Yet,https://maps.google.com/?cid=14084824909902162661,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.6386,excellent,0.8892,good,0.5911,4.0,4.8,4.0,False
Famous Jb 101 (Bukit Batok (Main)),ChIJaXq0JG4Q2jERggfc-CzhJh0,"21 Bukit Batok Crescent, Singapore 658065",Singapore,West,2.0,Chinese,103.7595727,1.3370671,6909 7716,Not in Michelin Guide Yet,https://maps.google.com/?cid=2100613859484895106,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,4.4,good,0.77,excellent,0.8207,good,0.9322,4.2,5.0,4.2,False
Famous Mr Bilal Prata Indian Muslim Food,ChIJh6WbPQAV2jERwPBU9YfKWS8,"780 Yishun Ring Road, Singapore 760780",Singapore,North,1.0,Indian,103.8327773,1.422176,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=3411980877995241664,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,2,4.5,excellent,0.7927,excellent,0.7086,good,0.9984,5.0,5.0,4.0,False
Fan Ji Speciality Noodle,ChIJRY-Yj5Ma2jERpSXduhiH4z8,"501 West Coast Drive, Singapore 120501",Singapore,Central,1.0,Chinese Noodle,103.7592518,1.3124648,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=4603671784386799013,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Beer,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,4,4.5,good,0.787,good,0.5996,good,0.8435,3.5,3.5,4.0,False
Fang Xiang Wanton Noodles,ChIJ60B18R4P2jER8Ioq9ZbH-T8,"276 Jurong West Street 25, Singapore 640276",Singapore,West,1.0,Street Food,103.7039832,1.3537999,8332 2345,Not in Michelin Guide Yet,https://maps.google.com/?cid=4609935144762641136,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery",No Description Available Yet,A,0,2,5.0,good,0.9162,excellent,0.4481,good,0.9632,4.0,4.5,4.0,False
Fat Belly Steakhouse,ChIJYWYikAYa2jER6ugFpTiBKWA,"Farrer Road, Singapore 258748",Singapore,Central,1.0,Steak House,103.8136409,1.3225386,6314 2247,Not in Michelin Guide Yet,https://maps.google.com/?cid=6929211581972998378,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Cocktails,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,3,3.67,excellent,0.6677,excellent,0.5097,good,0.6752,3.67,4.0,4.0,False
Fat Saigon Boy,ChIJWRBXNw0Z2jERuUZ6QJDPVhg,"North Buona Vista Road, Singapore 139212",Singapore,Central,2.0,Vietnamese,103.7879306,1.3042734,9271 2530,Not in Michelin Guide Yet,https://maps.google.com/?cid=1753817323371382457,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,5,5.0,excellent,0.7896,excellent,0.8422,good,0.8134,4.2,5.0,4.4,False
Fatty Bom Bom,ChIJLcv_q2UX2jERg6oJfV980hM,"455 Sengkang W Ave, Singapore 790455",Singapore,North-East,1.0,Western,103.8709624,1.3913959,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=1428340781391391363,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,NFC payments",No Description Available Yet,B,1,5,3.0,poor,0.8891,terrible,0.8392,good,0.7896,2.8,2.4,2.4,False
Fauzia Muslim Delight,ChIJR9kFNAAN2jERSZaLn_7-mSw,"105 Sungei Gedong Road, Singapore 718921",Singapore,West,1.0,Indian,103.6976565,1.4198661,9780 2447,Not in Michelin Guide Yet,https://maps.google.com/?cid=3213880178657433161,Not Awarded Any Yet,"Takeaway,Wheelchair accessible",No Description Available Yet,B,1,4,5.0,good,0.5906,excellent,0.5036,good,0.7672,3.25,4.75,4.0,False
Fauziah's,ChIJD3hFWT8b2jERfXNLmHywz6U,"121 Pasir Panjang Rd, #01-20 Pasir Panjang Food CentreSingapore, Singapore 118543",Singapore,Central,1.0,Street Food,103.7912552,1.27598,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=11947962385614730109,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee",No Description Available Yet,A,0,4,5.0,good,0.8493,excellent,0.8796,good,0.9892,3.75,4.5,4.0,False
Fayidha Restaurant,ChIJV2Zx_NgZ2jERWx7Ro1iJ7c0,"Kim Keat Road, Singapore 328837",Singapore,Central,1.0,Indian,103.8530675,1.3242947,6259 7560,Not in Michelin Guide Yet,https://maps.google.com/?cid=14838667361054170715,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,NFC payments",No Description Available Yet,A,0,2,5.0,good,0.671,good,0.9033,good,0.925,4.0,4.0,4.0,False
Feng Feng Hainanese Boneless Chicken Rice,ChIJp7caXk0S2jERQrNysreBbIM,"304 Woodlands Street 31, Block 304, Singapore 730304",Singapore,North,1.0,Street Food,103.7736643,1.4299874,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=9470086742426170178,Not Awarded Any Yet,"Dine-in,Takeaway,Outdoor seating,Coffee,Cash only,Wheelchair accessible",No Description Available Yet,A,0,4,3.75,poor,0.7126,good,0.5364,good,0.9344,2.75,3.0,3.0,False
Feng Shui Inn,ChIJIZfT4P0b2jERv45K2bx1LzI,"Equarius Hotel, 16 Sentosa Gateway, Resorts World Sentosa, 098133",Singapore,Central,4.0,Chinese,103.8170127,1.2573295,6577 6599,Not in Michelin Guide Yet,https://maps.google.com/?cid=3616238479761641151,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Outdoor seating,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,5.0,good,0.806,excellent,0.8518,good,0.8781,3.6,4.0,4.0,False
Feng Wei Mixed Veg Rice Xiao Chao,ChIJy7ffK9MR2jERUoBLD2ZmyNc,"24 Sixth Avenue, Singapore 268802",Singapore,Central,1.0,Chinese,103.7949338,1.3305793,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=15548790302025941074,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,2,4.5,good,0.84,excellent,0.8101,good,0.991,4.0,4.5,4.0,False
"Fernvale Village, The Badminton Village",ChIJ7xbIGwAX2jER3JC6b516TWw,"61 Fernvale Link, Singapore 799956",Singapore,North-East,2.0,Athletic Field,103.878607,1.3960474,8803 8081,Not in Michelin Guide Yet,https://maps.google.com/?cid=7804028545905889500,Not Awarded Any Yet,"Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,2,4.0,good,0.8569,good,0.9841,good,0.743,3.0,3.0,3.0,False
Ficus Cafe By Chef Syed,ChIJmWpBYNMf2jERU3_E7oV_Enc,"39 Artillery Avenue, Singapore 099958",Singapore,Central,1.0,Halal,103.827573,1.2504277,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=8580060453307449171,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Coffee",No Description Available Yet,B,1,4,3.5,poor,0.8125,excellent,0.6345,good,0.6185,2.75,3.0,4.0,False
First Culinary Restaurant,ChIJr2vXDu4W2jERC8RbWLTvCYM,"Ang Mo Kio Ave 5 Park Connector, Singapore 569869",Singapore,North-East,3.0,Chinese,103.8563501,1.3765878,6481 5500,Not in Michelin Guide Yet,https://maps.google.com/?cid=9442341651614516235,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,3,4.67,excellent,0.6368,excellent,0.7235,good,0.9679,3.67,5.0,4.0,False
Fish & Co,ChIJBX9uOSQR2jERY75G-13M4BE,"464-486 Jalan Asas, Singapore 678077",Singapore,West,2.0,Seafood,103.76757,1.3601284,6604 1038,Not in Michelin Guide Yet,https://maps.google.com/?cid=1288254197447704163,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,5,2.8,poor,0.8386,terrible,0.7085,poor,0.9832,2.8,2.6,2.8,False
Fish & More Seafood Soup,ChIJW7MgQqMT2jERpL48f7zZY7I,"Woodlands Avenue 4, Singapore 730530",Singapore,North,1.0,Food Court,103.79373,1.43111,9178 0055,Not in Michelin Guide Yet,https://maps.google.com/?cid=12854357165057293988,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Wheelchair accessible",No Description Available Yet,A,0,4,3.5,poor,0.8544,poor,0.3424,poor,0.7502,2.5,2.25,2.5,False
Fish Mart Sakuraya (West Coast),ChIJQccOEgQEBBAR3pKMiKsR6I8,"154 West Coast Road, Singapore 127371",Singapore,Central,2.0,Seafood,103.7655164,1.3036962,6773 6973,Not in Michelin Guide Yet,https://maps.google.com/?cid=10369557570448560862,Not Awarded Any Yet,"Dine-in,Takeaway,Beer,Wine,Coffee,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,3,5.0,average,0.9029,excellent,0.8316,good,0.7203,3.67,5.0,4.0,False
Fish Mart Sakuraya (Alexandra),ChIJWwHJu8wb2jERbRp-AwtZ-oo,"370 Alexandra Rd, #B1-14 / 15, Singapore 159953",Singapore,Central,2.0,Seafood,103.8051349,1.2889117,6474 2495,Not in Michelin Guide Yet,https://maps.google.com/?cid=10014414625249827437,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Beer,Wine,Credit cards,NFC payments,Wheelchair accessible",No Description Available Yet,B,1,2,4.5,excellent,0.9184,excellent,0.8827,good,0.9964,4.5,5.0,4.0,False
Fish Soup,ChIJq8AnbNwP2jERv-7ApoTnYbg,"Jurong West Avenue 1, Singapore 640456",Singapore,West,1.0,Street Food,103.7200133,1.3507324,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13286154932639035071,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,1,5.0,good,0.9606,excellent,0.9106,good,0.9964,4.0,5.0,4.0,False
Fish Soup & Ban Mian,ChIJ_6IAj2ET2jERJM6thxUNNTY,"Canberra Road, Singapore 750425",Singapore,North,1.0,Street Food,103.8195431,1.4537238,6506 0161,Not in Michelin Guide Yet,https://maps.google.com/?cid=3906042637935562276,Not Awarded Any Yet,"Dine-in,Takeaway,Wheelchair accessible",No Description Available Yet,A,0,4,1.5,poor,0.883,poor,0.9077,terrible,0.6347,2.25,2.25,2.0,False
Fishball Minced Pork Noodle,ChIJ78QpTwAb2jER2kv7VspZxN8,"37A Teban Gardens Rd, #01-19, Singapore 601037",Singapore,West,1.0,Chicken,103.7427647,1.3208952,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=16124111291470793690,Not Awarded Any Yet,,No Description Available Yet,A,0,1,5.0,good,0.8443,excellent,0.9983,good,0.999,4.0,5.0,4.0,False
Fishball Noodle,ChIJu_U9EPQR2jERj-uZ4rBdvbU,"624 Choa Chu Kang Street 62, Singapore 680624",Singapore,West,1.0,Street Food,103.747099,1.3981137,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13095726305760635791,Not Awarded Any Yet,"Dine-in,Takeaway,Coffee,Wheelchair accessible",No Description Available Yet,B,1,1,1.0,good,0.4259,good,0.4427,good,0.3853,4.0,4.0,4.0,False
Fishball Noodles,ChIJHTvDUwAb2jERgCcdcafSjm4,"50 Science Park Rd, Singapore 117406",Singapore,Central,1.0,Chinese Noodle,103.783346,1.2860103,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=7966536407464093568,Not Awarded Any Yet,,No Description Available Yet,B,1,1,5.0,good,0.7004,good,0.5927,good,0.8021,4.0,4.0,4.0,False
Fishball Shop,ChIJuWhLY2Yb2jERXsIB80KQwbw,"720 Clementi West Street 2, Singapore 120720",Singapore,Central,1.0,Street Food,103.7635239,1.3027453,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=13601310966854828638,Not Awarded Any Yet,"Dine-in,Takeaway",No Description Available Yet,A,0,5,4.4,good,0.8312,excellent,0.5737,good,0.9731,3.8,4.6,3.8,False
Five Star Kampung Chicken Rice & Kitchen,ChIJjWzkd4oQ2jER0Uz4EyQYw1M,"8 Cheong Chin Nam Road, Singapore 599736",Singapore,Central,2.0,Chinese,103.7753152,1.342659,6466 3000,Not in Michelin Guide Yet,https://maps.google.com/?cid=6035694468839525585,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,4,1.75,poor,0.6759,poor,0.5776,poor,0.7495,2.5,2.25,2.5,False
Five Star • Teo Chew Kway Chap,ChIJX0HmVgAX2jERW76OCBCvrI0,"Off upper Thomson Jalan Leban, Singapore 574419",Singapore,North-East,1.0,Street Food,103.8289874,1.372339,No Phone Number Listed,Not in Michelin Guide Yet,https://maps.google.com/?cid=10208726938739981915,Not Awarded Any Yet,,No Description Available Yet,A,0,5,5.0,good,0.8542,excellent,0.5583,good,0.9868,3.8,4.6,4.0,False
Five Ten Western Grill,ChIJKZwHSBEV2jERgyJsSoQL0LQ,"632 Yishun Avenue 4, Singapore 760632",Singapore,North,1.0,Western,103.8391907,1.418585,8751 8314,Not in Michelin Guide Yet,https://maps.google.com/?cid=13028926384795034243,Not Awarded Any Yet,"Dine-in,Takeaway,Delivery,Coffee,NFC payments,Wheelchair accessible",No Description Available Yet,A,0,5,2.6,good,0.9533,excellent,0.5946,good,0.978,3.2,3.4,3.2,False
Flora By The Sea,ChIJ3xyCWQgT2jERyogS9oNq1iQ,"43 Admiralty Road West, Singapore 759962",Singapore,North,4.0,Family,103.8195686,1.4696248,8481 8588,Not in Michelin Guide Yet,https://maps.google.com/?cid=2654426145383155914,Not Awarded Any Yet,"Dine-in,Takeaway,Reservations,Outdoor seating,Beer,Coffee,Credit cards,NFC payments",No Description Available Yet,A,0,3,5.0,good,0.7828,excellent,0.7911,good,0.7705,4.33,4.67,4.0,False
